Kategori,Başlık,İçerik,Tarih
Fatura,Ödeme Hatırlatması: Borcunuz Bulunmaktadır,"Sayın abonemiz, sistemlerimizde yaptığımız kontrolde ödenmemiş faturanız olduğunu tespit ettik. Olası bir hizmet kesintisi ve gecikme bedelinden etkilenmemek adına ödemenizi yapmanızı önemle rica ederiz. Mobil uygulamamızdan faturanızı anında görüntüleyip ödeyebilirsiniz. Anlayışınız için teşekkür ederiz.",2025-10-31 23:41:23
Fatura,Hesabınız Kısıtlanmadan Önce Son 24 Saat,"Merhaba, vadesi geçmiş borcunuz nedeniyle hesabınıza erişiminiz 24 saat sonra kısıtlanacaktır. Tüm özelliklere kesintisiz erişmeye devam etmek için lütfen ödemenizi şimdi yapın. Ödeme yaptıysanız bu e-postayı görmezden gelebilirsiniz. Teşekkür ederiz.",2025-10-31 23:41:23
Fatura,Aidat Borcunuz Hakkında Acil Bilgilendirme,"Sayın site sakini, [Ay] ayı site aidat borcunuzun son ödeme tarihi geçmiştir. Yönetim planımız gereği geciken borçlara faiz uygulanacağını hatırlatmak isteriz. Lütfen ödemenizi en kısa sürede site yönetimi hesabına yapınız. Anlayışınız için teşekkürler.",2025-10-31 23:41:23
Fatura,Başarısız Otomatik Ödeme Denemesi,"Merhaba, aylık servis ücretiniz için kayıtlı ödeme yönteminizden tahsilat yapılamamıştır. Lütfen kartınızın limitini veya geçerlilik tarihini kontrol ediniz. Hizmetinizin devamı için bilgilerinizi güncelleyerek ödemeyi manuel olarak yapmanız gerekmektedir. Sorun yaşamanız halinde bizimle iletişime geçebilirsiniz.",2025-10-31 23:41:23
Fatura,Vadesi Geçmiş Fatura İçin Son Uyarı,"Değerli müşterimiz, bu e-posta vadesi geçmiş [Fatura No] numaralı faturanız için son uyarıdır. Borcun 48 saat içinde ödenmemesi durumunda hizmetleriniz durdurulacak ve dosyanız tahsilat birimine devredilecektir. Lütfen durumu ciddiye alıp gereğini yapınız.",2025-10-31 23:41:23
Fatura,Faturanız İadesiyle İlgili Önemli Bilgi,"Merhaba, bankanızdan gelen bildirimle, yaptığınız fatura ödemesinin hesabımıza ulaşmadığını ve iade edildiğini öğrendik. Bu durum, hesabınızda yetersiz bakiye veya teknik bir sorundan kaynaklanmış olabilir. Faturanız hala ödenmemiş göründüğünden, lütfen ödemeyi tekrar deneyin.",2025-10-31 23:41:23
Fatura,Kira Faturanızın Vadesi Geçti,"Sayın kiracımız, bu ayki kiranızın ödemesinin henüz yapılmadığını hatırlatmak isteriz. Sözleşmemiz gereği gecikme faizi işlememesi için ödemenizi acilen yapmanızı rica ederiz. Ödemeyi yaptıysanız lütfen dekontu bizimle paylaşın. Teşekkürler.",2025-10-31 23:41:23
Fatura,Eğitim Faturası Ödemesi Hakkında Hatırlatma,"Değerli veli, öğrencimizin bu dönemki eğitim taksiti ödemesinin vadesi gelmiştir. Eğitim hizmetinin aksamaması adına ödemeyi zamanında yapmanız büyük önem taşımaktadır. Ödeme seçenekleri için muhasebe birimimizle iletişime geçebilirsiniz. İlginiz için teşekkür ederiz.",2025-10-31 23:41:23
Fatura,Hizmetiniz Yeniden Aktif Edildi: Lütfen Borcunuzu Ödeyin,"Merhaba, kesintiye uğrayan hizmetinizi iyi niyet göstergesi olarak geçici süreliğine yeniden aktif ettik. Ancak faturanız hala ödenmeyi bekliyor. Hizmetin kalıcı olarak kesilmemesi için lütfen borcunuzu 3 gün içinde kapatınız. Bu süre sonunda ödeme yapılmazsa hizmet tekrar durdurulacaktır.",2025-10-31 23:41:23
Fatura,KDV Beyannamesi İçin Faturalarınızı Kontrol Edin,"Sayın müşterimiz, yaklaşan KDV beyannamesi dönemi öncesinde, tarafınıza kesilmiş ancak ödenmemiş faturalar olduğunu hatırlatmak isteriz. Muhasebesel sorunlar yaşamamanız adına lütfen açık faturalarınızı kontrol edip ödemelerini tamamlayın. İş birliğiniz için teşekkür ederiz.",2025-10-31 23:41:23
Fatura,Faturanızın Ödemesi Kısmı Olarak Yapılmış,"Merhaba, [Fatura No] numaralı faturanız için bir ödeme aldık ancak tutarın eksik olduğunu fark ettik. Faturanın kapanması için kalan [Tutar] TL'lik bakiyeyi en kısa sürede ödemenizi rica ederiz. Kalan borç için gecikme faizi işleyebileceğini unutmayın. Teşekkürler.",2025-10-31 23:41:23
Fatura,Ödeme Planınızın Taksiti Gecikmede,"Değerli müşterimiz, oluşturduğunuz ödeme planının bu ayki taksit ödemesi henüz yapılmamıştır. Yapılandırmanızın bozulmaması ve toplam borca faiz işlememesi için taksitinizi hemen ödemeniz gerekmektedir. Anlayışınız için teşekkür ederiz.",2025-10-31 23:41:23
Fatura,Acil: Ödeme Altyapısı Değişikliği,Önemli duyuru! Ödeme altyapımızda yaptığımız güncelleme nedeniyle eski otomatik ödeme talimatları geçersiz kalabilir. Faturanızın zamanında ödendiğinden emin olmak için lütfen hesabınıza giriş yapıp ödeme bilgilerinizi kontrol edin ve gerekirse yeniden kaydedin. Bu işlem hizmetlerinizin kesintiye uğramasını önleyecektir.,2025-10-31 23:41:23
Fatura,Faturanızdaki Adres Bilgisi Eksik,"Merhaba, son siparişinize ait resmi faturayı oluşturamadık çünkü adres bilgileriniz eksik veya hatalı. Yasal zorunluluklar gereği faturanın düzenlenebilmesi için lütfen acilen 'Hesabım' bölümünden adres bilgilerinizi tamamlayın. Desteğiniz için teşekkürler.",2025-10-31 23:41:23
Fatura,Son Şans: İndirimli Faturanızı Ödeyin,"Merhaba, size özel tanımlanan indirimli faturanızın son ödeme tarihi bugün doluyor. Bu kampanyalı fiyattan yararlanmak için son şansınız. Ödeme bugün yapılmazsa, bir sonraki faturanız standart fiyattan düzenlenecektir. Bu fırsatı kaçırmamak için hemen ödeyin.",2025-10-31 23:41:23
Kişisel,CV'me bir göz atar mısın?,"Selam Can, umarım iyisindir. İş arayışına başladım da CV'mi güncelledim. Sektörün içinden biri olarak şöyle bir bakıp fikrini söylersen çok sevinirim. Gözünden kaçan bir şey var mı, sence nasıl olmuş? Vaktin olduğunda dönüş yapabilirsen harika olur.",2025-10-31 23:42:24
Kişisel,Geçen günkü etkinlik hakkında,"Merhaba Ayşe, dünkü network etkinliğinde tanıştığımıza çok memnun oldum. Özellikle yapay zeka üzerine yaptığımız sohbet çok keyifliydi. İletişimde kalmak ve belki bir gün kahve içmek isterim. Görüşmek üzere.",2025-10-31 23:42:24
Kişisel,Bir konuda fikrine ihtiyacım var,Nasılsın Mert? Umarım her şey yolundadır. Kariyerimle ilgili bir konuda kararsız kaldım da senin tecrübelerine danışmak istedim. Yönetim pozisyonuna geçiş hakkında ne düşünüyorsun? Müsait bir zamanında kısaca konuşabilir miyiz?,2025-10-31 23:42:24
Kişisel,LinkedIn için küçük bir ricam olacak,"Selamlar Elif, umarım keyfin yerindedir. Senden küçük bir ricam olacaktı. Profilimi biraz güncelliyorum da, birlikte yürüttüğümüz X projesi için kısa bir tavsiye yazısı yazabilir misin? Özellikle ekip çalışması kısmına değinirsen süper olur. Şimdiden çok teşekkürler.",2025-10-31 23:42:24
Kişisel,Referans olabilir misin?,"Merhaba hocam, umarım rahatsız etmiyorumdur. Yeni bir iş başvurusunda bulunuyorum ve referans olarak sizi gösterebilir miyim diye sormak istedim. Eğer sizin için uygunsa çok mutlu olurum. Şimdiden ilginiz için teşekkür ederim.",2025-10-31 23:42:24
Kişisel,Aklıma bir proje fikri geldi,"Kerem selam, nasıl gidiyor? Aklıma ortak geliştirebileceğimiz bir mobil uygulama fikri geldi. Senin yazılım bilginle benim tasarım yeteneğimi birleştirirsek harika bir şey çıkabilir diye düşündüm. Ne dersin, ilgini çekerse detayları konuşalım mı?",2025-10-31 23:42:24
Kişisel,Sizin şirkette bir pozisyon varmış,"Selam Burak, nasılsın? LinkedIn'de gördüm, sizin şirkette bir pazarlama uzmanı pozisyonu açılmış. Departman ve çalışma ortamı hakkında biraz bilgi verebilir misin? Başvurmayı düşünüyorum da öncesinde senden duymak istedim.",2025-10-31 23:42:24
Kişisel,Maaş pazarlığı konusunda bir tüyo lazım,"Abi selam, acil bir konuda yardımına ihtiyacım var. Bir iş teklifi aldım ama maaş beklentimin biraz altında. Sen bu konularda daha tecrübelisin, pazarlık için nasıl bir yol izlememi tavsiye edersin? Birkaç taktik versen yeterli olur.",2025-10-31 23:42:24
Kişisel,Yeni işimi paylaşmak istedim!,"Merhaba Aslı, sana harika bir haberim var! Sonunda aradığım gibi bir iş buldum ve önümüzdeki hafta başlıyorum. Bu süreçte verdiğin tüm destek ve tavsiyeler için gerçekten minnettarım. En kısa zamanda bir kahve içip kutlayalım.",2025-10-31 23:42:24
Kişisel,Bu hafta bitmiyor!,"Of, sana anlatmam lazım. Bu hafta resmen üzerimden tır geçmiş gibi hissediyorum. Sunumlar, revizyonlar, bitmeyen toplantılar... Cuma akşamı bir yerlere kaçıp biraz kafa dağıtalım mı? Gerçekten çok ihtiyacım var.",2025-10-31 23:42:24
Kişisel,Serbest çalışma hakkında birkaç soru,"Merhaba Sinan, umarım iyisindir. Bir süredir serbest çalışmaya geçmeyi düşünüyorum. Senin bu konudaki tecrübelerinden faydalanmak isterim. Müşteri bulma ve faturalandırma süreçlerini nasıl yönetiyorsun? Müsait bir zamanında kısaca anlatırsan çok sevinirim.",2025-10-31 23:42:24
Kişisel,Paylaştığın makale harikaydı,"Günaydın Pelin, dün LinkedIn'de paylaştığın makaleyi okudum ve çok beğendim. Özellikle belirttiğin pazar analizi yaklaşımı çok mantıklı geldi. Bu konuda okumamı önerebileceğin başka kaynaklar var mı? Teşekkürler.",2025-10-31 23:42:24
Kişisel,Öğle yemeği?,"Selam Ozan, yarın öğlen için bir planın var mı? Epeydir görüşemedik, hem biraz iş konuşur hem de laflarız diye düşündüm. Ofise yakın bir yerlerde buluşabiliriz. Sana uyarsa haberleşelim.",2025-10-31 23:42:24
Kişisel,Tavsiye ettiğin kursa başladım,"Merhaba Ceyda, geçenlerde konuştuğumuz o online veri analizi kursu vardı ya, tavsiyen üzerine ona başladım. İçerikler gerçekten çok faydalı görünüyor. Bu güzel öneri için tekrar teşekkür etmek istedim. Umarım her şey yolundadır.",2025-10-31 23:42:24
Kişisel,Zor bir müşteriyle başım dertte,"Kaan selam, bir konuda senin fikrini almam lazım. Bir müşterim var, ne yapsam memnun olmuyor ve sürekli mantıksız revizyonlar istiyor. Sen daha önce benzer bir durum yaşadın mı? Bu tür durumlarla nasıl başa çıkıyorsun, bir tavsiyen var mı?",2025-10-31 23:42:24
Kişisel,Tanıştırma ricası,"Merhaba Levent Bey, umarım iyisinizdir. LinkedIn'de Ahmet Yılmaz ile bağlantınız olduğunu gördüm. Kendisinin çalıştığı alanda bir proje geliştirmeye çalışıyorum. Acaba bizi tanıştırarak kısa bir mail göndermeniz mümkün müdür?",2025-10-31 23:42:24
Kişisel,Portfolyom için yorum ricası,"Selam Ece, vaktin varsa senden bir şey rica edebilir miyim? Freelance işler için kullandığım portfolyo sitemi yeniledim. Senin gibi iyi bir tasarımcının gözüyle yorum yaparsan çok değerli olur. Linki bırakıyorum, şimdiden teşekkürler.",2025-10-31 23:42:24
Kişisel,Sunumum hakkında geri bildirim,"Selam abi, bugün yaptığım sunumdan sonra geri bildirimlerini merak ettim. Sence nasıl geçti, eksik veya geliştirmem gereken bir yer var mıydı? Yapıcı eleştirilerin benim için çok önemli. Vaktin olunca iki satır yazarsan sevinirim.",2025-10-31 23:42:24
Kişisel,Tebrik ederim!,"Sevgili Murat, terfi haberini duydum ve çok sevindim. Bunu sonuna kadar hak etmiştin. Yeni görevinde başarılarının devamını dilerim. En kısa zamanda bu güzel haberi kutlamak için buluşalım. Sevgiler.",2025-10-31 23:42:24
Kişisel,Sektör değiştirmeyi düşünüyorum,"Naber kanka? Sana bir danışmam lazım. Mevcut sektörümden artık pek keyif almıyorum ve teknoloji alanına geçmeyi düşünüyorum. Nereden başlamalıyım, hangi eğitimleri almalıyım sence? Senin bu konudaki yolculuğun bana ilham veriyor.",2025-10-31 23:42:24
Kişisel,Eğitim önerisi lazım,"Merhaba Sema Hanım, rahatsız ediyorum kusura bakmayın. Proje yönetimi konusunda kendimi geliştirmek istiyorum. Sizin bu alandaki tecrübenize güvenerek soruyorum, önerebileceğiniz bir sertifika programı veya online bir eğitim var mı?",2025-10-31 23:42:24
Kişisel,Kahve daveti,"Merhaba Cem, umarım her şey yolundadır. Epeydir yüz yüze görüşemedik, sadece sosyal medyadan takip ediyorum. Haftaya müsait bir gününde bir kahve içip hem eski günleri yâd edelim hem de işlerden konuşalım mı? Sevgiler.",2025-10-31 23:42:24
Kişisel,Unutulan eşya,"Selamlar, dünkü toplantıdan sonra fark ettim de siyah not defterimi sizin ofiste unutmuşum galiba. Üzerinde ismim yazıyor. Bir kontrol edip haber verebilir misin? Eğer oradaysa yarın uğrayıp alabilirim.",2025-10-31 23:42:24
Kişisel,İş-yaşam dengesi,"Deniz selam, nasıl gidiyor? Son zamanlarda iş-yaşam dengesini kurmakta çok zorlanıyorum. Sen hem yoğun çalışıp hem de kendine vakit ayırmayı çok iyi başarıyorsun. Bunun sırrı nedir, bana birkaç ipucu verebilir misin?",2025-10-31 23:42:24
Kişisel,Eski bir proje hakkında soru,"Merhaba Fatih, umarım rahatsız etmiyorum. Yaklaşık iki yıl önce birlikte çalıştığımız Y projesinin dokümanlarına ihtiyacım oldu. O projede kullandığımız bir metrik vardı, onu bir türlü hatırlayamadım. Elinde ilgili bir rapor veya sunum var mıdır acaba?",2025-10-31 23:42:24
Kişisel,Tavsiye için teşekkürler,"Selamlar, geçen hafta önerdiğin podcast'i dinlemeye başladım. Gerçekten harikaymış, özellikle pazarlama stratejileri üzerine olan bölüm çok aydınlatıcıydı. Bu güzel tavsiye için çok teşekkür etmek istedim. Görüşmek üzere.",2025-10-31 23:42:24
Kişisel,Yurtdışında çalışma deneyimi,"Merhaba Gökçe, nasılsın? LinkedIn'den gördüğüm kadarıyla bir süredir Berlin'de çalışıyorsun. Ben de yurtdışında bir kariyer hedefliyorum. Oradaki iş arama süreci ve çalışma kültürü hakkında biraz bilgi verebilir misin? Deneyimlerini duymak harika olurdu.",2025-10-31 23:42:24
Kişisel,Kitap önerin var mı?,"Selam Hakan, umarım iyisindir. Liderlik ve ekip yönetimi konularında kendimi geliştirmek istiyorum. Bu konularda ufkumu açacak, mutlaka okumalısın dediğin bir kitap var mı? Senin zevkine güvendiğim için sormak istedim.",2025-10-31 23:42:24
Kişisel,Mülakatım nasıl geçti sence?,"Selam, bugünkü mülakat için tekrar teşekkürler. Hem şirket kültürünü hem de pozisyonun detaylarını daha iyi anlama fırsatım oldu. Sürecin devamıyla ilgili sizden haber bekliyor olacağım. İyi çalışmalar dilerim.",2025-10-31 23:42:24
Kişisel,Toplantı notları,"Merhaba Buse, bugünkü beyin fırtınası toplantısı çok verimliydi. Ben birkaç not aldım ama 혹시 atladığım bir yer olabilir. Sende toplantının notları varsa bana gönderebilir misin? Özellikle görev dağılımı kısmını teyit etmek istiyorum.",2025-10-31 23:42:24
Kişisel,İzin tarihlerimiz çakışıyor mu?,"Selam Ahmet, yaz tatili için plan yapıyorum da sormak istedim. Ağustos'un ilk iki haftası için izin kullanmayı düşünüyorum. Projelerin aksamaması adına senin izin planınla çakışıyor mu diye bir kontrol edelim istedim. Haberleşirsek sevinirim.",2025-10-31 23:42:24
Kişisel,Freelance muhasebeci arıyorum,"Kanka selam, bir konuda yardımın lazım. Freelance işlerim için artık bir muhasebeciyle çalışmam gerekiyor. Senin çalıştığın kişiden memnun musun, iletişim bilgilerini paylaşabilir misin? Güvenilir birini arıyorum da.",2025-10-31 23:42:24
Kişisel,Mentörlük hakkında,"Merhaba Pınar Hanım, umarım iyisinizdir. Kariyerimin bu döneminde sizin gibi tecrübeli birinin yönlendirmesine çok ihtiyaç duyuyorum. Acaba mentörlük programınıza dahil olma veya belirli aralıklarla sizden tavsiye alma şansım olabilir mi?",2025-10-31 23:42:24
Kişisel,Motivasyonum çok düştü,"Selin selam, son zamanlarda işe karşı motivasyonumu tamamen kaybetmiş gibiyim. Her şey anlamsız ve tekrara binmiş geliyor. Sen de hiç böyle bir dönem yaşadın mı? Bu durumdan nasıl çıktın, ne tavsiye edersin?",2025-10-31 23:42:24
Kişisel,Paylaştığın iş ilanı hakkında,"Selam Barış, geçen gün hikayende paylaştığın grafik tasarımcı ilanı hala geçerli mi? Bir arkadaşım tam da o kriterlere uygun bir iş arıyor. Eğer hala arayış devam ediyorsa CV'sini sana yönlendirebilir miyim?",2025-10-31 23:42:24
Kişisel,Konferans için birlikte gidelim mi?,"Naber? Ekim'deki teknoloji konferansına biletlerin çıktığını gördün mü? Ben gitmeyi kesin düşünüyorum. Eğer sen de düşünüyorsan biletleri beraber alalım, hem yol masrafını da bölüşmüş oluruz. Ne dersin?",2025-10-31 23:42:24
Kişisel,Kullandığınız proje yönetim aracı,"Merhaba Cenk, umarım iyisindir. Geçen sohbette bahsettiğin proje yönetim aracının adını unuttum. Ekip içi görev takibini çok kolaylaştırdığını söylemiştin. Adını tekrar yazabilir misin? Biz de yeni bir araç arayışındayız da.",2025-10-31 23:42:24
Kişisel,Şehir dışından misafirim geliyor,"Selamlar, haftaya şehir dışından bir iş arkadaşım gelecek. Onu akşam yemeği için şöyle güzel, sakin ve lezzetli bir yere götürmek istiyorum. Senin bildiğin, önerebileceğin bir mekan var mı? Aklıma ilk sen geldin.",2025-10-31 23:42:24
Kişisel,Tasarım programı hakkında bir soru,"Selam Ezgi, minik bir teknik sorum olacak. Yeni kullanmaya başladığım Figma programında bir sorun yaşıyorum. Vektörleri bir türlü istediğim gibi birleştiremiyorum. Senin bu konuda bilgin vardır, acaba nerede hata yapıyor olabilirim?",2025-10-31 23:42:24
Kişisel,Doğum günün kutlu olsun!,"Sevgili Arda, doğum gününü en içten dileklerimle kutlarım. Hem iş hem de özel hayatında başarı, sağlık ve mutluluk dolu harika bir yaş geçirmeni dilerim. En kısa zamanda görüşmek üzere. Sevgiler.",2025-10-31 23:42:24
Kişisel,Biz Evlendik!,"Herkese merhaba, sizlere harika bir haberimiz var! Hayatımızın en anlamlı 'Evet'ini söyledik ve evlendik. Sade bir nikah töreniyle bu özel anı taçlandırdık. Mutluluğumuzu sizinle paylaşmak istedik. En kısa zamanda güzel bir kutlamayla bir araya gelmek dileğiyle, sevgiler!",2025-10-31 23:43:30
Kişisel,Güzel bir haberimiz var: Nişanlandık!,"Sevgili dostlar, hayatımızdaki bu güzel gelişmeyi sizlerle paylaşmaktan mutluluk duyarız. Aile arasında gerçekleştirdiğimiz küçük bir törenle nişanlandık. Evliliğe giden bu yolda ilk adımı atarken yanımızda olduğunuzu bilmek bize güç veriyor. Yakında kutlama için tekrar haberleşeceğiz. Hepinizi çok öpüyoruz.",2025-10-31 23:43:30
Kişisel,Ailemiz büyüyor!,"Selamlar, sizlerle inanılmaz heyecanlı bir haberi paylaşmak istiyoruz. Yakında ailemize minik bir üye katılıyor! Sağlıkla kucağımıza almayı umduğumuz bebeğimiz için çok heyecanlıyız. Bu mutlu süreçte dualarınızı ve güzel enerjilerinizi bizden esirgemeyin. Sevgilerle.",2025-10-31 23:43:30
Kişisel,Hoş geldin minik kızımız!,"Canım arkadaşlarım, büyük bir sevinçle kızımız Elif'in dünyaya geldiğini duyurmak isteriz. Hem anne hem de bebek gayet sağlıklı. Bu muhteşem duygu tarif edilemez. Bir süre dinlendikten sonra sizlerle tanıştırmak için sabırsızlanıyoruz. Hepinizi kocaman öpüyoruz.",2025-10-31 23:43:30
Kişisel,Artık ev sahibiyiz!,"Herkese selam, uzun zamandır hayalini kurduğumuz o an sonunda geldi. Artık bizim de bir evimiz var! Kredi ve tapu işlerini nihayet hallettik ve anahtarımızı aldık. Yakında evi toparlayıp yerleştikten sonra hepinizi bir kahveye bekleriz. Bu mutluluğu paylaşmak harika.",2025-10-31 23:43:30
Kişisel,Yeni adresimiz belli oldu,"Merhaba, sonunda taşınma telaşımız sona erdi. Artık yeni evimize yerleştik ve adres bilgilerimiz güncellendi. Yeni adresimi iletişim bilgileriniz arasına eklemeyi unutmayın. En kısa zamanda bir ev görme partisinde buluşmak üzere! Kendinize iyi bakın.",2025-10-31 23:43:30
Kişisel,Yeni bir başlangıç: İşe başladım!,"Selamlar, kariyerimde yeni bir sayfa açtığımı bildirmek istedim. Pazartesi itibarıyla XYZ şirketinde Yazılım Geliştirici olarak işe başlıyorum. Çok heyecanlı ve umutluyum. Bu yeni maceramda desteğiniz benim için çok önemli. Görüşmek üzere!",2025-10-31 23:43:30
Kişisel,Küçük bir kutlama sebebi: Terfi aldım!,"Merhaba arkadaşlar, sizlerle güzel bir haberi paylaşmak istiyorum. Çalıştığım şirkette Kıdemli Proje Yöneticisi pozisyonuna terfi ettim. Emeklerimin karşılığını almak beni çok mutlu etti. Bu başarıyı en kısa zamanda sizlerle kutlamak isterim. Sevgiler.",2025-10-31 23:43:30
Kişisel,Acı kaybımız,"Sevgili dostlar, çok derin bir üzüntüyle canım annem Ayşe Yılmaz'ı kaybettiğimizi bildirmek zorundayım. Bir süredir mücadele ettiği hastalığa maalesef yenik düştü. Cenazesi yarın öğle namazını müteakip Karacaahmet Mezarlığı'na defnedilecektir. Bu zor zamanımızda dualarınızla yanımızda olmanız bize güç verecektir.",2025-10-31 23:43:30
Kişisel,Babamın sağlık durumu hakkında,"Herkese merhaba, babamın geçirdiği operasyon sonrası merak edenler için kısa bir bilgilendirme yapmak istedim. Ameliyatı çok şükür başarılı geçti ve şu an durumu stabil. Birkaç gün daha hastanede gözlem altında kalacak. İlginiz ve geçmiş olsun mesajlarınız için hepinize çok teşekkür ederiz.",2025-10-31 23:43:30
Kişisel,Sonunda mezun oldum!,"Selamlar, yıllar süren emek ve uykusuz gecelerin sonunda nihayet mezun oldum! Üniversite hayatım resmen bitti ve artık bir mühendisim. Bu süreçte yanımda olan herkese sonsuz teşekkürler. Şimdi yeni maceralara yelken açma zamanı. Yakında bir kutlama yaparız!",2025-10-31 23:43:30
Kişisel,Ailemizin yeni üyesi: Pati!,"Merhaba, size ailemizin en yeni ve en tüylü üyesini tanıştırmak istiyoruz! Dün barınaktan dünya tatlısı bir köpek sahiplendik, adını Pati koyduk. Evimize şimdiden neşe getirdi. Ortalığa alıştıktan sonra sizleri tanıştırmaya getireceğiz. Şimdilik fotoğraflarıyla idare edin!",2025-10-31 23:43:30
Kişisel,Bir süreliğine hoşça kalın!,"Sevgili arkadaşlarım, uzun zamandır planladığım o büyük seyahat için yola çıkıyorum. Önümüzdeki 3 ay boyunca Güney Amerika'yı keşfedeceğim. Bu süre zarfında e-postalarıma ve telefonlarıma sınırlı erişimim olacak. Döndüğümde anlatacak çok hikayem olacak. Kendinize çok iyi bakın, görüşmek üzere!",2025-10-31 23:43:30
Kişisel,Duyuru: Cumartesi günkü nişan partimiz iptal oldu.,"Herkese merhaba, üzülerek bildirmek isteriz ki bu cumartesi yapmayı planladığımız nişan kutlamamızı beklenmedik bir ailevi sağlık sorunu nedeniyle iptal etmek zorunda kaldık. Anlayışınız için şimdiden çok teşekkür ederiz. Daha iyi zamanlarda, sağlıkla görüşmek dileğiyle.",2025-10-31 23:43:30
Kişisel,Doğum günü partimi erteliyoruz,"Selamlar, maalesef küçük bir sağlık sorunu nedeniyle bu hafta sonu yapacağım doğum günü partimi ileri bir tarihe ertelemek zorundayım. Kimsenin keyfi kaçsın istemem. Kendimi daha iyi hissettiğimde yeni tarihi sizlerle paylaşacağım. Anlayışınız için teşekkürler.",2025-10-31 23:43:30
Kişisel,Telefon numaram değişti,"Merhaba arkadaşlar, telefon numaramı değiştirdiğimi bildirmek istedim. Eski hattımı yakında kapatacağım. Yeni numaram: 05xx xxx xx xx. Lütfen rehberinizde güncellemeyi unutmayın. Haberleşmek üzere, sevgiler.",2025-10-31 23:43:30
Kişisel,"Yeni bir şehir, yeni bir hayat: İzmir'e taşınıyorum!","Selamlar, hayatımda büyük bir değişiklik olduğunu duyurmak istedim. Aldığım iş teklifi nedeniyle önümüzdeki aydan itibaren İzmir'de yaşayacağım. İstanbul'dan ve sizlerden ayrılmak zor olacak ama bu yeni başlangıç için de heyecanlıyım. Gitmeden mutlaka bir veda kahvesi içelim.",2025-10-31 23:43:30
Kişisel,Vatan borcu beni bekler!,"Herkese merhaba, sonunda askerlik yerim belli oldu. Acemi birliğim için Manisa'ya, usta birliğim için ise Kars'a gidiyorum. Gitmeden önce sizlerle vedalaşmak için küçük bir buluşma ayarlayacağım. Hayırlısıyla gidip gelmek nasip olur inşallah.",2025-10-31 23:43:30
Kişisel,Hayalim gerçek oldu: İlk kitabım yayınlandı!,"Sevgili dostlar, sizlerle büyük bir mutluluğu paylaşmak istiyorum. Yıllardır üzerinde çalıştığım romanım sonunda yayınevi tarafından basıldı! Kitapçılarda kendi adımı görmek inanılmaz bir duygu. Desteğiniz için hepinize minnettarım. Yakında bir imza günü düzenleyeceğim, hepinizi beklerim.",2025-10-31 23:43:30
Kişisel,ÇOK GİZLİ: Annemin sürpriz doğum günü partisi!,"Arkadaşlar selam, bu e-postayı sadece en yakınlarımıza gönderiyorum. Annemin 60. yaş günü için sürpriz bir parti organize ediyoruz. Tarih 15 Mayıs Cumartesi, saat 19:00. Lütfen bu konuyu annemle kesinlikle paylaşmayın ve ona çaktırmayın. Katılıp katılamayacağınızı en kısa sürede bana bildirirseniz çok sevinirim.",2025-10-31 23:43:30
Kişisel,Geçirdiğim kaza hakkında,"Merhaba, duyanlar ve merak edenler için yazıyorum. Dün küçük bir trafik kazası geçirdim. Çok şükür ciddi bir şeyim yok, sadece kolumda bir kırık var. Birkaç hafta alçıda kalacakmış. Arayan, soran herkese çok teşekkür ederim, şu an evde dinleniyorum.",2025-10-31 23:43:30
Kişisel,Önemli bir karar hakkında,"Sevgili arkadaşlarımız, sizlerle hayatımızla ilgili önemli bir kararı paylaşmak istiyoruz. Bir süredir devam eden düşünme sürecinin sonunda, eşimle yollarımızı ayırmaya karar verdik. Bu kararı dostluk ve saygı çerçevesinde aldık. Bu hassas dönemde anlayışınızı rica ediyoruz.",2025-10-31 23:43:30
Kişisel,Yeni bir macera: Köy okullarına yardım projesi,"Selamlar, bu yaz çok anlamlı bir projeye katılacağımı duyurmak istedim. Bir sivil toplum kuruluşuyla birlikte Doğu Anadolu'daki köy okullarının tadilatı ve boyanması için gönüllü olarak çalışacağım. Bu proje için çok heyecanlıyım. Döndüğümde deneyimlerimi mutlaka sizlerle paylaşacağım.",2025-10-31 23:43:30
Kişisel,Hayallerimin peşindeyim: Kendi işimi kurdum!,"Herkese merhaba, büyük bir adım atarak kurumsal hayata veda ettiğimi ve kendi danışmanlık şirketimi kurduğumu bildirmek isterim. Uzun zamandır hayalini kurduğum bu yolda olmak beni çok heyecanlandırıyor. İnternet sitem yakında aktif olacak. Dualarınızı ve desteğinizi bekliyorum.",2025-10-31 23:43:30
Kişisel,Geleneksel aile pikniğimizin tarihi belli oldu!,"Sevgili ailem, her yıl düzenlediğimiz geleneksel pikniğimiz için tarihi belirledik. 20 Haziran Pazar günü Belgrad Ormanı'nda buluşuyoruz. Herkesin yine en sevdiği yiyecekleri getirip paylaştığı, bol sohbetli ve eğlenceli bir gün olsun. Lütfen gelip gelemeyeceğinizi bana bildirin.",2025-10-31 23:43:30
Kişisel,ACİL: Köpeğimiz Fındık kayboldu! Lütfen yardım edin.,"Arkadaşlar, çok üzgünüz. Dün akşam Beşiktaş'taki evimizin bahçesinden köpeğimiz Fındık kayboldu. Tasmasında ismimiz ve telefon numaramız yazılı. Siyah-beyaz renkli, orta boy bir teriyer. Görenlerin veya bir bilgisi olanların acilen bana ulaşmasını rica ediyorum. Lütfen bu e-postayı çevrenizle de paylaşın.",2025-10-31 23:43:30
