Kategori,Başlık,İçerik,Tarih
İş/Acil,Müşteri Ziyareti Planlaması,"Selamlar, önümüzdeki hafta XYZ firmasına yapacağımız ziyaret için bir ön hazırlık toplantısı yapalım diyorum. Müsait bir zaman belirlemek için ajandalarınızı kontrol edebilir misiniz? Salı öğleden sonra veya çarşamba sabahı benim için uygun. Görüşmek üzere.",2025-11-01 16:49:48
İş/Acil,Sosyal Medya Raporu Hk.,"Merhaba, geçtiğimiz ayın sosyal medya performans raporunu ne zaman paylaşabilirsiniz? Özellikle etkileşim oranlarındaki değişimi merak ediyorum. Raporu Cuma gününe kadar alabilirsem sevinirim. Kolay gelsin.",2025-11-01 16:49:48
İş/Acil,Sistem Güncellemesi Bilgilendirmesi,"Değerli çalışanlarımız, bu gece 23:00 - 01:00 saatleri arasında sunucularımızda planlı bir bakım çalışması yapılacaktır. Bu süre zarfında şirket içi yazılımlara erişim sağlanamayacaktır. Anlayışınız için şimdiden teşekkür ederiz.",2025-11-01 16:49:48
İş/Acil,Masraf Formu Onay Talebi,"Merhaba Berk Bey, geçen haftaki şehir dışı seyahatime ait masraf formunu doldurup ekte gönderdim. Harcama kalemlerini ve fişleri kontrol ederek onaylamanızı rica ederim. Teşekkürler, iyi çalışmalar.",2025-11-01 16:49:48
İş/Acil,Toplantı Erteleme Talebi,"Merhaba, yarın 11:00'de planlanan toplantımızı acil bir müşteri görüşmesi nedeniyle ertelemek durumundayım. Toplantıyı aynı gün 15:00'e veya ertesi gün sabah 10:00'a almamız mümkün müdür? Geri dönüşünüzü bekliyorum.",2025-11-01 16:49:48
İş/Acil,Re: Proje Bütçesi,"Merhaba, proje bütçesiyle ilgili gönderdiğin e-postayı aldım. Belirttiğin ek maliyet kalemlerini anlıyorum ve onaylıyorum. Revize edilmiş bütçe dosyasını en kısa sürede bana iletebilir misin? Kolay gelsin.",2025-11-01 16:49:48
İş/Acil,İşe Alım Süreci Hakkında Bilgi,"Merhaba İnsan Kaynakları, açılan 'Grafik Tasarımcı' pozisyonu için başvuruları inceledim. Aday havuzundan 3 kişiyi önceliklendirdim ve mülakata davet etmek istiyorum. Sürecin devamı için nasıl ilerlememiz gerektiği konusunda bilgi verebilir misiniz?",2025-11-01 16:49:48
İş/Acil,Tedarikçi Sözleşmesi Hk.,"Merhaba Hukuk Departmanı, yeni çalışmaya başlayacağımız ABC Lojistik firması için hazırlanan sözleşme taslağını ekte iletiyorum. Maddeleri inceleyip herhangi bir risk olup olmadığı konusunda geri bildirimde bulunmanızı rica ederim. Teşekkürler.",2025-11-01 16:49:48
İş/Acil,Teşekkür ve Tebrik,"Sevgili Mert, dün müşteri sunumundaki harika performansın ve projeye olan katkıların için tüm ekip adına sana teşekkür etmek istedim. Sayende çok önemli bir kazanım elde ettik. Başarılarının devamını dilerim.",2025-11-01 16:49:48
İş/Acil,Doküman İmza Talebi,"Merhaba Can Bey, Satın Alma departmanının talep ettiği sipariş onay formunu ekte gönderiyorum. Lütfen formu kontrol edip imzaladıktan sonra bana veya doğrudan Satın Alma'ya iletebilir misiniz? Aciliyeti bulunmaktadır.",2025-11-01 16:49:48
İş/Acil,Web Sitesi İçerik Onayı,"Merhaba, web sitemizin 'Hakkımızda' sayfası için hazırladığım metin taslağını ekte bulabilirsiniz. Metnin genel tonunu ve içeriğini değerlendirip onayınızı rica ediyorum. Değişiklik önerileriniz varsa dosyaya not olarak ekleyebilirsiniz.",2025-11-01 16:49:48
İş/Acil,Kısa Bir Soru: Rapor Formatı,"Selam Efe, hızlı bir sorum olacak. Aylık satış raporlarını hazırlarken kullandığımız standart bir şablon var mıydı? Varsa bana gönderebilir misin? Teşekkürler, kolay gelsin.",2025-11-01 16:49:48
İş/Acil,Motivasyon Etkinliği Anketi,"Değerli ekip arkadaşlarımız, bu çeyrek için planladığımız motivasyon etkinliğiyle ilgili fikirlerinizi almak istiyoruz. Aşağıdaki kısa anketi doldurarak hangi tür bir aktiviteye katılmak istediğinizi belirtebilirsiniz. Katılımınız bizim için önemlidir, teşekkürler.",2025-11-01 16:49:48
İş/Acil,Müşteri Geri Bildirimi - BİLGİ,"Merhaba, bilginiz olması amacıyla, son projemizi teslim ettiğimiz XYZ firmasından gelen olumlu geri bildirimi sizlerle paylaşıyorum. Müşterimiz özellikle zamanında teslimat ve iletişimden çok memnun kalmış. Emeği geçen herkese teşekkürler.",2025-11-01 16:49:48
İş/Acil,Eğitim Materyalleri,"Merhaba, geçen hafta katıldığımız 'Etkili İletişim' eğitiminin sunum dosyalarını ve materyallerini ekte bulabilirsiniz. Katılamayan arkadaşlarımızın da faydalanması için ekip ortak klasörüne de yükledim. İyi çalışmalar.",2025-11-01 16:49:48
İş/Acil,Referans Talebi,"Merhaba Ozan Bey, umarım iyisinizdir. Eski çalışma arkadaşınız olarak sizden bir ricam olacak. Yeni bir iş başvurusunda sizden referans olarak bahsedebilir miyim? Eğer sizin için uygunsa, firma yetkilileri sizinle iletişime geçebilir. Şimdiden teşekkürler.",2025-11-01 16:49:48
İş/Acil,Kargo Takip Numarası,"Merhaba, dün müşteriye gönderdiğimiz numunelerin kargo takip numarasını rica edebilir miyim? Müşteri ürünlerin durumunu sordu, kendileriyle paylaşmam gerekiyor. Teşekkürler, kolay gelsin.",2025-11-01 16:49:48
İş/Acil,Haftalık Görev Planım,"Merhaba Selin Hanım, bu haftaki görev planımı ve önceliklerimi hazırladım. Ekteki dosyadan inceleyebilirsiniz. Özellikle A projesinin test süreci bu haftaki ana odağım olacak. Eklemek veya değiştirmek istediğiniz bir konu olursa haberleşelim.",2025-11-01 16:49:48
İş/Acil,Ofis Düzeni Hakkında Hatırlatma,"Sevgili arkadaşlar, ortak alanların (özellikle mutfak) temizliği ve düzeni konusunda biraz daha hassasiyet göstermenizi rica ediyoruz. Kullandıktan sonra bulaşıkları makineye yerleştirmeye ve masaları temiz bırakmaya özen gösterelim. Anlayışınız için teşekkürler.",2025-11-01 16:49:48
İş/Acil,Teknik Sorun Çözüldü,"Merhaba, sabah saatlerinde yaşanan ve e-posta sisteminde kesintiye neden olan teknik sorun giderilmiştir. Şu an tüm sistemler normal şekilde çalışmaktadır. Yaşanan aksaklık için özür diler, iyi çalışmalar dileriz.",2025-11-01 16:49:48
İş/Acil,Bayram Tebriği,"Değerli çalışma arkadaşlarım, yaklaşan Ramazan Bayramı'nızı en içten dileklerimle kutlarım. Sevdiklerinizle birlikte sağlıklı, mutlu ve huzurlu bir bayram geçirmenizi dilerim. İyi tatiller.",2025-11-01 16:49:48
İş/Acil,Öneri: Verimlilik Artışı İçin Bir Fikir,"Merhaba, ekip içi iletişimimizi ve proje takibimizi kolaylaştırmak için bir proje yönetim aracı kullanabileceğimizi düşünüyorum. Asana veya Trello gibi araçları inceledim ve bize fayda sağlayacağına inanıyorum. Bu konuyu değerlendirmek için kısa bir görüşme yapabilir miyiz?",2025-11-01 16:49:48
İş/Acil,Acil Onay: Kampanya Görseli,"Merhaba, yeni kampanyamız için hazırlanan ana görseli ekte onayınıza sunuyorum. Baskı sürecini başlatabilmemiz için bugün içinde geri dönüş yapmanız çok önemli. Şimdiden teşekkürler.",2025-11-01 16:49:48
İş/Acil,Müşteri Şikayeti Hk.,"Merhaba, ABC firmasından gelen ve ekte detaylarını bulabileceğiniz şikayet maili ile ilgili acil bir aksiyon almamız gerekiyor. Konunun nedenini araştırıp en kısa sürede bir çözüm planıyla bana geri dönüş yapabilir misiniz? Teşekkürler.",2025-11-01 16:49:48
İş/Acil,Performans Değerlendirme Toplantısı Daveti,"Merhaba Emre, 3. çeyrek performans değerlendirme görüşmemizi yapmak üzere seni 25 Ekim Çarşamba saat 14:00'te odama davet ediyorum. Toplantı öncesinde kendi değerlendirme formunu doldurarak bana iletmeni rica ederim. Görüşmek üzere.",2025-11-01 16:49:48
İş/Acil,Ziyaretçi Bilgilendirmesi,"Merhaba, yarın saat 11:00'de XYZ firmasından iki misafirimiz gelecektir. Güvenlik ve resepsiyon ekiplerinin bilgisine sunarım. Ziyaretçilerin isimleri Ali Vural ve Betül Sönmez'dir. Geldiklerinde lütfen beni bilgilendiriniz.",2025-11-01 16:49:48
İş/Acil,Bilgi Talebi: Geçen Yılın Satış Rakamları,"Merhaba, yeni yıl bütçe planlaması için geçen senenin aynı dönemine ait satış rakamlarına ihtiyacım var. Bölge ve ürün bazında kırılımlı olarak verileri benimle paylaşabilir misiniz? Teşekkürler, iyi çalışmalar.",2025-11-01 16:49:48
İş/Acil,Ayrılış Duyurusu,"Sevgili arkadaşlar, 5 yıldır ekibimizde görev alan değerli çalışma arkadaşımız Deniz Aksoy, kariyerine farklı bir alanda devam etme kararı almıştır. Kendisine şirketimize kattığı değerler için teşekkür eder, bundan sonraki hayatında başarılar dileriz. Son iş günü 30 Kasım Cuma'dır.",2025-11-01 16:49:48
İş/Acil,Projedeki Gecikme Hakkında,"Merhaba, tedarikçiden kaynaklanan bir sorun nedeniyle 'Beta Projesi'nin teslimatında maalesef 3 günlük bir gecikme yaşanacağını öngörüyoruz. Durumu telafi etmek için alternatif bir plan üzerinde çalışıyoruz. Konuyla ilgili sizi bilgilendirmeye devam edeceğim.",2025-11-01 16:49:48
İş/Acil,Tanışma ve Merhaba,"Merhaba, ben Arda. Bugün itibarıyla şirketinize Yazılım Geliştirme ekibinde katıldım. Hepinizle tanışmak ve birlikte güzel projelere imza atmak için sabırsızlanıyorum. Herkese iyi çalışmalar dilerim.",2025-11-01 16:49:48
Eğitim/Öğretim,Veli Toplantısı Tarihi Hakkında Bilgilendirme,"Değerli velilerimiz, yeni dönemin ilk veli toplantısını önümüzdeki hafta gerçekleştireceğiz. Öğrencilerimizin akademik ve sosyal gelişimlerini konuşmak üzere sizleri aramızda görmekten mutluluk duyarız. Toplantının kesin tarihi ve saatiyle ilgili detaylı programı yarın paylaşacağız. Katılımınız, öğrencilerimizin başarısı için büyük önem taşımaktadır.",2025-11-01 16:52:09
Eğitim/Öğretim,MAT101 Dersi Vize Sınavı Sonuçları,"Merhaba arkadaşlar, MAT101 vize sınavı sonuçları öğrenci bilgi sistemine yüklenmiştir. Sınav kağıtlarınızı incelemek isterseniz, perşembe günkü ofis saatimde odama gelebilirsiniz. Genel olarak sınıf ortalaması beklediğimden daha iyi geldi. Hepinizi tebrik ederim.",2025-11-01 16:52:09
Eğitim/Öğretim,Proje Teslim Süresi Uzatma Talebi,"Sayın hocam, dönem projesiyle ilgili bir konuda size danışmak istiyordum. Grubumuzdaki bir arkadaşımızın rahatsızlığı nedeniyle son birkaç gündür verimli çalışamadık. Projemizi eksiksiz tamamlayabilmek için teslim tarihini birkaç gün erteleme imkanımız var mıdır? Anlayışınız için şimdiden çok teşekkür ederim.",2025-11-01 16:52:09
Eğitim/Öğretim,Yarınki dersimiz iptal olmuştur.,"Sevgili öğrenciler, yarın sabah yapılması planlanan Edebiyat Tarihi dersimiz, beklenmedik bir sağlık sorunu nedeniyle iptal edilmiştir. Bu dersin telafisini önümüzdeki hafta içinde uygun bir zamanda yapacağız. Telafi dersinin programını size en kısa sürede duyuracağım. Hepinize iyi çalışmalar dilerim.",2025-11-01 16:52:09
Eğitim/Öğretim,Ödevle İlgili Anlaşılmayan Bir Nokta,"Merhaba öğretmenim, verdiğiniz son kompozisyon ödevinin 3. maddesini tam olarak anlayamadım. Kaynak kullanımıyla ilgili beklentiniz hakkında biraz daha detay verebilir misiniz? Yardımcı olursanız çok sevinirim. Teşekkürler.",2025-11-01 16:52:09
Eğitim/Öğretim,Okul Gezisi İçin İzin Belgesi Hatırlatması,"Değerli veliler, haftaya düzenleyeceğimiz bilim merkezi gezisi için izin belgelerini hatırlatmak isteriz. Geziye katılım için bu belgenin en geç cuma gününe kadar imzalanıp okula gönderilmesi gerekmektedir. Çocuklarımızın bu harika deneyimi kaçırmaması için belgeleri zamanında teslim etmenizi rica ediyoruz. Gösterdiğiniz hassasiyet için teşekkürler.",2025-11-01 16:52:09
Eğitim/Öğretim,Mezuniyet Töreni Provası Hakkında,"Sevgili son sınıf öğrencileri, mezuniyet töreni provamız yarın saat 15:00'te okulun spor salonunda yapılacaktır. Tören akışının sorunsuz ilerlemesi için tüm mezun adaylarının katılımı zorunludur. Lütfen zamanında provada yerinizi alınız. Şimdiden hepinizi tebrik ederim.",2025-11-01 16:52:09
Eğitim/Öğretim,Ders Notları ve Sunumlar,"Arkadaşlar selam, hocanın bugünkü derste anlattığı konuların notlarını sisteme yükledim. Ayrıca ders sunumunun PDF halini de ekledim, oradan da bakabilirsiniz. Kaçıran veya not alamayanlar için faydalı olacağını düşündüm. Herkese kolay gelsin.",2025-11-01 16:52:09
Eğitim/Öğretim,Rehberlik Servisi Randevu Talebi,"Merhaba, rehberlik servisinden randevu almak istiyorum. Son zamanlarda ders çalışma motivasyonumda bir düşüş yaşıyorum ve bu konuda destek almak istiyorum. Mümkünse bu hafta içi uygun bir zaman için görüşme ayarlayabilir miyiz? Geri dönüşünüzü bekliyorum.",2025-11-01 16:52:09
Eğitim/Öğretim,Dönem Sonu Proje Konuları,"Sevgili öğrenciler, dönem sonu proje konularının listesi e-posta ekinde yer almaktadır. Lütfen listeyi inceleyip çalışmak istediğiniz konuyu en geç haftaya cuma gününe kadar bana bildirin. Her konu en fazla iki öğrenci tarafından seçilebilecektir. Konu seçiminde acele etmenizi tavsiye ederim.",2025-11-01 16:52:09
Eğitim/Öğretim,Devamsızlık Durumu Hakkında Bilgilendirme,"Sayın Veli, öğrencimiz Ali Yılmaz'ın son bir haftadaki devamsızlığı dikkatimizi çekmiştir. Okula devamlılığının sağlanması konusunda bilgi almak ve durumu görüşmek üzere sizinle en kısa zamanda iletişime geçmek isteriz. Okul idaresi olarak konuyu takip ettiğimizi bilmenizi isteriz.",2025-11-01 16:52:09
Eğitim/Öğretim,Referans Mektubu Talebi,"Değerli hocam, yüksek lisans başvurularım için sizden bir referans mektubu rica edebilir miyim? Geçen dönem sizden aldığım derslerdeki başarımın ve projeye olan ilgimin bu konuda size fikir vereceğini umuyorum. Başvuru detaylarını ve son teslim tarihlerini sizinle paylaşabilirim. Desteğiniz benim için çok değerli.",2025-11-01 16:52:09
Eğitim/Öğretim,Kütüphane Kitap Geri İade Hatırlatması,"Sayın üyemiz, kütüphanemizden almış olduğunuz 'Modern Fizik' adlı kitabın iade tarihi geçmiştir. Kitabı başka okuyucularımızın da beklediğini hatırlatmak isteriz. Lütfen en kısa sürede kitabı kütüphanemize iade ediniz. Anlayışınız için teşekkür ederiz.",2025-11-01 16:52:09
Eğitim/Öğretim,Yabancı Dil Kursu Seviye Tespit Sınavı,"Merhaba, kurumumuzda açılacak olan İngilizce kursları için seviye tespit sınavı düzenlenecektir. Sınav, cumartesi günü saat 11:00'de online olarak gerçekleştirilecektir. Sınav sonuçlarına göre uygun seviyedeki sınıflara yerleştirileceksiniz. Katılım için lütfen bu e-postaya geri dönüş yapınız.",2025-11-01 16:52:09
Eğitim/Öğretim,Bütünleme Sınavı Hakkında Duyuru,Final sınavında başarılı olamayan öğrenciler için bütünleme sınavı önümüzdeki hafta yapılacaktır. Sınavın tam tarihi ve saati fakülte web sitesinde ilan edilmiştir. Lütfen sınav takvimini kontrol etmeyi unutmayınız. Bütünleme sınavına girecek tüm öğrencilere başarılar dilerim.,2025-11-01 16:52:09
Eğitim/Öğretim,Okul Aile Birliği Toplantı Gündemi,"Değerli Okul Aile Birliği üyeleri, bu ayki toplantımızı okulun kermes hazırlıkları gündemiyle gerçekleştireceğiz. Toplantıda görev dağılımı ve etkinlik planlaması yapacağız. Fikir ve önerilerinizle toplantımıza katkı sağlamanızdan memnuniyet duyarız. Görüşmek üzere.",2025-11-01 16:52:09
Eğitim/Öğretim,Staj Defteri Teslimi,"Sevgili öğrenciler, yaz döneminde stajını tamamlayanların staj defterlerini teslim etmeleri için son tarih yaklaşmaktadır. Defterlerinizi bölüm sekreterliğine eksiksiz ve imzalı bir şekilde bırakmanız gerekmektedir. Geciken teslimatlar kesinlikle kabul edilmeyecektir. Bilgilerinize sunulur.",2025-11-01 16:52:09
Eğitim/Öğretim,Öğrenci Kulübü Tanıtım Toplantısı,"Merhaba arkadaşlar, okulumuzun yeni kurulan Robotik Kulübü olarak bir tanıtım toplantısı düzenliyoruz. Kulübümüzün amaçlarını, projelerimizi ve etkinlik takvimimizi sizlerle paylaşmak istiyoruz. Teknolojiye ve robotiğe ilgi duyan herkesi toplantımıza bekliyoruz. Gelin, geleceği birlikte kodlayalım!",2025-11-01 16:52:09
Eğitim/Öğretim,Bugünkü dersin telafisi hakkında,"Sevgili öğrenciler, bugün teknik aksaklıklar nedeniyle yapamadığımız online dersimizin telafisini yapacağız. Sizler için en uygun zamanı belirlemek amacıyla kısa bir anket hazırladım. Lütfen anketi doldurarak size uyan zaman dilimini işaretleyiniz. Anlayışınız için teşekkürler.",2025-11-01 16:52:09
Eğitim/Öğretim,Çocuğumun rahatsızlığı nedeniyle izinli sayılması,"Merhaba öğretmenim, kızım Zeynep bugün ateşi olduğu için okula gelemedi. Doktor raporunu yarın size ulaştıracağım. Bugün işlenen konuları ve varsa ödevleri bana iletebilir misiniz? Eksik kalmaması için evde telafi etmeye çalışacağız. İlginiz için teşekkür ederim.",2025-11-01 16:52:09
Eğitim/Öğretim,Online Eğitim Platformu Şifre Sorunu,"Merhaba, online eğitim sistemine giriş yaparken şifre hatası alıyorum. Şifremi unuttum bağlantısını denedim ancak e-posta adresime bir yenileme linki gelmedi. Hesabıma erişim konusunda yardımcı olabilir misiniz? Öğrenci numaram ve diğer bilgilerim aşağıdadır. Teşekkürler.",2025-11-01 16:52:09
Eğitim/Öğretim,Bitirme Tezi Konu Önerisi,"Sayın hocam, bitirme tezi için düşündüğüm birkaç konu hakkında sizin fikrinizi almak istiyordum. Özellikle 'Sürdürülebilir Enerji Politikaları' üzerine çalışmak istiyorum. Müsait olduğunuz bir zamanda kısaca görüşüp konuyu netleştirebilir miyiz? Değerli yönlendirmeniz benim için çok önemli.",2025-11-01 16:52:09
Eğitim/Öğretim,Okul korosu seçmeleri başlıyor!,Müziğe yetenekli ve istekli öğrencilerimizin dikkatine! Okul korosu için yeni dönem seçmeleri önümüzdeki hafta müzik odasında yapılacaktır. Şarkı söylemeyi seviyorsanız ve sahnede olmak istiyorsanız bu fırsatı kaçırmayın. Seçmelere katılmak isteyenlerin isimlerini müzik öğretmenine yazdırmaları gerekmektedir.,2025-11-01 16:52:09
Eğitim/Öğretim,Burs Başvuru Sonuçları Açıklandı,"Değerli öğrenciler, üniversitemizin başarı bursu başvuru sonuçları açıklanmıştır. Sonuçları öğrenci bilgi sistemindeki kişisel sayfanızdan öğrenebilirsiniz. Burs almaya hak kazanan tüm öğrencilerimizi tebrik eder, başarılarının devamını dileriz.",2025-11-01 16:52:09
Eğitim/Öğretim,Akademik Takvim Güncellemesi,Tüm akademik ve idari personele duyurulur. Senato kararıyla akademik takvimde bazı güncellemeler yapılmıştır. Özellikle bahar dönemi final sınavları bir hafta ileri bir tarihe alınmıştır. Güncel takvime üniversitemizin web sitesinden ulaşabilirsiniz. Lütfen planlamalarınızı yeni takvime göre yapınız.,2025-11-01 16:52:09
Eğitim/Öğretim,Sertifika Programı Kayıtları,"Sürekli Eğitim Merkezimiz bünyesinde açılan 'Dijital Pazarlama Uzmanlığı' sertifika programı için kayıtlar başlamıştır. Alanında uzman eğitmenlerle kariyerinize yeni bir yön vermek için bu fırsatı değerlendirebilirsiniz. Kontenjan sınırlıdır, detaylı bilgi ve kayıt için web sitemizi ziyaret edebilirsiniz.",2025-11-01 16:52:09
Eğitim/Öğretim,Öğrenci Temsilcisi Seçimleri,"Sevgili arkadaşlar, fakültemizin öğrenci temsilcisi seçimleri için adaylık süreci başlamıştır. Fakültemizi en iyi şekilde temsil edeceğine inanan tüm arkadaşlarımızı aday olmaya davet ediyoruz. Seçim takvimi ve adaylık koşulları dekanlık panosunda ilan edilmiştir. Hepimiz için demokratik bir seçim olmasını dileriz.",2025-11-01 16:52:09
Eğitim/Öğretim,Derste Tartışılan Makale,"Merhaba hocam, bugünkü derste bahsettiğiniz ve tartıştığımız makalenin künyesini paylaşabilir misiniz? Konuyu daha derinlemesine araştırmak istiyorum ve o makale harika bir başlangıç noktası gibi görünüyor. Şimdiden teşekkür ederim.",2025-11-01 16:52:09
Eğitim/Öğretim,Atölye Çalışması Katılım Daveti,"Merhaba, görsel sanatlar bölümü olarak 'Modern Heykel' konulu bir atölye çalışması düzenliyoruz. Ünlü heykeltıraş Canan Ateş'in yürütücülüğünde gerçekleşecek bu etkinliğe tüm sanatsever öğrenciler davetlidir. Malzemeler bölümümüz tarafından karşılanacaktır. Katılım için lütfen bölüm sekreterliğine isim yazdırınız.",2025-11-01 16:52:09
Eğitim/Öğretim,Öğrenci Değişim Programı Bilgilendirme Toplantısı,"Erasmus ve diğer öğrenci değişim programlarıyla yurt dışında eğitim almak isteyen öğrencilerimiz için bir bilgilendirme toplantısı düzenlenecektir. Toplantıda başvuru süreçleri, koşullar ve ülke seçenekleri hakkında detaylı bilgi verilecektir. Ufkunuzu genişletmek için bu önemli toplantıyı kaçırmayın. Hepinizi bekliyoruz.",2025-11-01 16:52:09
Eğitim/Öğretim,Grup Projesi Görev Dağılımı,"Selam ekip, proje için görev dağılımını belirledim ve bir taslak hazırladım. Herkesin üzerine düşen kısmı e-postanın ekindeki dosyada bulabilirsiniz. Lütfen kendi bölümünüzü inceleyip herhangi bir sorun olup olmadığını bana bildirin. Haftaya tekrar buluşup ilerlememizi kontrol edelim.",2025-11-01 16:52:09
Eğitim/Öğretim,Ders materyalleri eksik,"Sayın hocam, dersin online portalına yüklediğiniz materyaller arasında 4. haftanın sunumu görünmüyor. Sistemsel bir hata mı oldu acaba diye sormak istedim. Sınav öncesi çalışırken o sunuma da ihtiyacımız olacak. Kontrol edip yükleyebilirseniz çok seviniriz.",2025-11-01 16:52:09
Eğitim/Öğretim,Matematik Olimpiyatları Okul Takımı Seçmeleri,Zeki ve çalışkan öğrencilerimizin dikkatine! Ulusal Matematik Olimpiyatları'nda okulumuzu temsil edecek takımı belirlemek için seçme sınavı yapılacaktır. Matematiğe güvenen ve bu heyecanı yaşamak isteyen tüm öğrencilerimizi sınava bekliyoruz. Başvuru için matematik öğretmenlerinizle görüşebilirsiniz.,2025-11-01 16:52:09
Eğitim/Öğretim,Dershane deneme sınavı sonuçları,"Sevgili öğrencimiz, hafta sonu yapılan deneme sınavının sonuç karnesine ve detaylı analizine online portalımızdan ulaşabilirsiniz. Eksik olduğun konuları analiz ederek çalışma programını buna göre güncelleyebilirsin. Anlamadığın sorular için etüt saatlerinde öğretmenlerine danışmayı unutma.",2025-11-01 16:52:09
Eğitim/Öğretim,Kariyer Günleri Etkinliği,"Değerli öğrenciler, bu yılki Kariyer Günleri etkinliğimizde sektörün önde gelen firmalarıyla sizleri buluşturuyoruz. Staj ve iş imkanları hakkında bilgi almak, network oluşturmak için bu harika bir fırsat. Etkinlik programı ve katılımcı firma listesi yakında duyurulacaktır. Hepinizi kampüsümüze bekliyoruz.",2025-11-01 16:52:09
Eğitim/Öğretim,Mazeret Sınavı Dilekçesi Hakkında,"Merhaba, rahatsızlığım nedeniyle katılamadığım vize sınavı için mazeret sınavına girmek istiyorum. Doktor raporumu ve dilekçemi nereye ve ne zamana kadar teslim etmem gerektiği konusunda bilgi alabilir miyim? Süreci doğru yönetmek adına yardımınıza ihtiyacım var. Teşekkür ederim.",2025-11-01 16:52:09
Eğitim/Öğretim,Okul Spor Takımları İçin Seçmeler,"Sporcu öğrencilerimizin dikkatine! Basketbol, voleybol ve futbol okul takımlarımız için seçmeler başlıyor. Takımlarımızda yer alarak okulumuzu gururlandırmak istiyorsanız, belirtilen gün ve saatlerde spor salonunda hazır bulunun. Seçme takvimi için panoları kontrol ediniz.",2025-11-01 16:52:09
Eğitim/Öğretim,Çift Anadal Başvuru Koşulları,"Merhaba, ben makine mühendisliği bölümü öğrencisiyim ve endüstri mühendisliği ile çift anadal yapmayı düşünüyorum. Başvuru koşulları, gerekli not ortalaması ve kontenjan hakkında bilgi alabilir miyim? Başvuru süreciyle ilgili yönlendirmenizi rica ediyorum. İlginiz için teşekkürler.",2025-11-01 16:52:09
Eğitim/Öğretim,Bilim Fuarı Proje Başvuruları,"Sevgili mucitler, geleneksel Bilim Fuarı için proje başvuruları başlamıştır. Fiziğe, kimyaya, biyolojiye veya teknolojiye dair harika bir fikriniz varsa, projenizi sergilemek için bu fırsatı kaçırmayın. Başvuru formlarına ve detaylı bilgiye fen bilimleri öğretmenlerinizden ulaşabilirsiniz.",2025-11-01 16:52:09
Eğitim/Öğretim,Ders Kaydı Danışman Onayı,"Sayın hocam, yeni dönem için ders seçimlerimi tamamladım ve sistem üzerinden onaya gönderdim. Programımı kontrol edip uygunsa onaylayabilir misiniz? Herhangi bir değişiklik öneriniz olursa ona göre düzenleme yapabilirim. Yardımlarınız için şimdiden teşekkür ederim.",2025-11-01 16:52:09
Pazarlama,UYARI: Stoklarımız Kırmızı Alarm Veriyor!,"En sevdiğiniz o ürünün tükenmek üzere olduğunu bildirmek zorundayız. Bu bir acil durum çağrısıdır, çünkü stoklarımız hiç bu kadar hızlı erimemişti. Beğendiğiniz ürünü kaçırmamak için son şansınız olabilir. Sepetinize eklediğiniz ürünleri unutmayın, başkası sizden önce davranmasın. Hemen harekete geçin!",2025-11-01 16:53:20
Pazarlama,Acil Durum: Gardırobunuz Kışa Hazır Mı?,"Soğuk hava dalgası yaklaşıyor, hazırlıksız yakalanmayın! Bu bir stil uyarısıdır, kışlık gardırop eksiğinizi tamamlama zamanı geldi. En trend mont ve botlarda başlattığımız şok indirim için son saatler. Sıcacık ve şık bir kış geçirmek varken üşümeyi göze almayın. Fırsatlar tükenmeden gardırobunuzu güvence altına alın.",2025-11-01 16:53:20
Pazarlama,Fiyatlar Erimeden Önce Son Çağrı!,"Dikkat, bu bir fiyat koruma uyarısıdır! Mevcut indirimli fiyatlarımız bu gece yarısı sona eriyor. Yarından itibaren eski fiyatlara döneceğiz, bu yüzden elinizi çabuk tutun. Alışveriş sepetinizdeki ürünleri bu eşsiz fiyatlarla almak için son fırsat. Pişman olmamak için şimdi satın alın.",2025-11-01 16:53:20
Pazarlama,Acil Lezzet Krizi İçin Çözümünüz Burada!,Akşam yemeği için ne yapacağınızı düşünme krizine son! Mutfağınız için acil durum destek ekibiniz olarak yanınızdayız. Sadece 30 dakikada kapınıza gelecek sıcacık lezzetlerde %40 indirim başlattık. Açlığınızı daha fazla ertelemeyin. Hemen sipariş verin ve bu lezzet patlamasının tadını çıkarın.,2025-11-01 16:53:20
Pazarlama,Teknik Servis Uyarısı: Eski Telefonunuz Sizi Yarı Yolda Bırakmasın!,"Telefonunuzun yavaşlaması ve şarjının çabuk bitmesi bir tesadüf değil, bu bir yardım çağrısı! Eski cihazınızla daha fazla sorun yaşamadan önce harika bir çözümümüz var. Yeni model akıllı telefonlarda başlattığımız takas kampanyasını kaçırmayın. Teknolojinin gerisinde kalmayın, hayatınızı kolaylaştırın.",2025-11-01 16:53:20
Pazarlama,Evdeki Konfor Seviyeniz Düşük Alarmda Mı?,"Evinizde rahat edemiyorsanız bu bir konfor acil durumudur. Yumuşacık battaniyeler, ortopedik yastıklar ve rahat koltuk şallarında net %50 indirim var. Evinizi sığınağınız haline getirmek için bu fırsatı değerlendirin. Huzurlu anlarınızı daha fazla ertelemeyin, konforunuzu yükseltin.",2025-11-01 16:53:20
